85,1,1.403,610,120.211,30.21
93,1,1.699,610,120.348,30.3058
64,1,1.327,610,120.127,30.2456
70,1,1.446,610,120.19,30.2692
71,1,1.4,610,120.157,30.2897
100,1,1.65,610,120.301,30.4183
76,1,1.476,610,120.27,30.1819
62,1,1.22,610,120.088,30.1808
59,1,0.8285,610,119.7183,30.2366
57,1,1.04,610,119.6942,30.2311
33,1,0.478,628,120.211,30.21
29,1,0.5275,628,120.063,30.2747
27,1,0.4895,628,120.127,30.2456
28,1,0.588,628,120.19,30.2692
30,1,0.615,628,120.157,30.2897
34,1,0.669,628,120.12,30.3119
23,1,0.447,628,120.088,30.1808
26,1,0.418,628,119.7183,30.2366
26,1,0.419,628,119.6942,30.2311
23,1,0.378,628,119.954,30.054
37,1,0.334,633,120.348,30.3058
31,1,0.262,633,120.19,30.2692
34,1,0.3,633,120.157,30.2897
44,1,0.468,634,120.19,30.2692
50,1,0.545,634,120.157,30.2897
37,1,0.644,1000,120.211,30.21
39,1,0.702,1000,120.063,30.2747
47,1,0.723,1000,120.348,30.3058
39,1,0.3275,1000,120.127,30.2456
36,1,0.687,1000,120.19,30.2692
39,1,0.63,1000,120.157,30.2897
49,1,0.773,1000,120.12,30.3119
45,1,0.761,1000,120.301,30.4183
41,1,0.625,1000,120.27,30.1819
30,1,0.524,1000,120.088,30.1808
24,1,0.439,1000,119.7183,30.2366
23,1,0.426,1000,119.6942,30.2311
45,1,0.493,1001,120.063,30.2747
38,1,0.664,1001,120.157,30.2897
49,1,0.7475,1001,120.12,30.3119
37,1,0.6085,1001,120.301,30.4183
36,1,0.226,1001,119.7183,30.2366
34,1,0.222,1001,119.6942,30.2311
54,1,0.448,1053,119.7183,30.2366
49,1,0.445,1053,119.6942,30.2311
40,1,0.635,1354,120.063,30.2747
43,1,0.737,1354,120.157,30.2897
39,1,0.795,1354,120.12,30.3119
41,1,0.678,1354,120.301,30.4183
42,1,0.773,1354,120.27,30.1819
32,1,0.568,1354,120.088,30.1808
28,1,0.343,1354,119.7183,30.2366
32,1,0.338,1354,119.6942,30.2311
39,1,0.454,1354,119.954,30.054
37,1,0.437,1354,119.946,30.049
57,1,0.687,1358,120.063,30.2747
54,1,0.811,1358,120.19,30.2692
64,1,0.989,1358,120.157,30.2897
59,1,0.98,1358,120.12,30.3119
58,1,0.975,1358,120.301,30.4183
54,1,0.976,1358,120.27,30.1819
55,1,0.745,1358,120.088,30.1808
59,1,0.916,1358,120.605,29.9919
46,1,0.41,1358,119.946,30.049
31,1,0.537,1380,120.211,30.21
31,1,0.664,1380,120.063,30.2747
28,1,0.534,1380,120.19,30.2692
38,1,0.528,1380,120.157,30.2897
33,1,0.531,1380,120.12,30.3119
36,1,0.69,1380,120.301,30.4183
29,1,0.568,1380,120.27,30.1819
36,1,0.491,1380,120.088,30.1808
21,1,0.366,1380,120.605,29.9919
23,1,0.404,1380,120.576,30.007
32,1,0.342,1380,119.7183,30.2366
19,1,0.328,1380,119.6942,30.2311
22,1,0.457,1386,120.301,30.4183
29,1,0.73,1386,120.27,30.1819
24,1,0.532,1386,120.598,30.0911
33,1,0.438,1386,119.7183,30.2366
36,1,0.292,1386,119.6942,30.2311
43,1,0.635,1394,120.211,30.21
43,1,0.604,1394,120.063,30.2747
37,1,0.714,1394,120.19,30.2692
54,1,0.721,1394,120.157,30.2897
53,1,0.788,1394,120.12,30.3119
48,1,0.716,1394,120.301,30.4183
32,1,0.66,1394,120.27,30.1819
37,1,0.565,1394,120.088,30.1808
45,1,0.627,1394,120.605,29.9919
45,1,0.385,1394,119.7183,30.2366
42,1,0.373,1394,119.6942,30.2311
83,1,1.085,1417,120.211,30.21
64,1,0.98,1417,120.063,30.2747
74,1,1.1915,1417,120.127,30.2456
65,1,0.784,1417,120.19,30.2692
91,1,1.157,1417,120.157,30.2897
75,1,1.121,1417,120.12,30.3119
91,1,0.9635,1417,120.301,30.4183
96,1,1.145,1417,120.27,30.1819
43,1,0.374,1417,120.605,29.9919
60,1,0.627,1417,119.7183,30.2366
66,1,0.555,1417,119.6942,30.2311
76,1,0.658,1417,119.954,30.054
83,1,0.647,1417,119.946,30.049
