#AOD,46.29287
#Sta_Temper,-18.53431
#Sta_Humidi,-16.51104
#Sta_Air_pr,10.20036
#Sta_Wind_s,22.93516
#Sta_Wind_d,-2.013808
#Sta_NDVI,-4.76387
Intercept,24.22302
