1,Bandwidth,0.377206,
2,ResidualSquares,7223.65,
3,Sigma,8.29438,
4,AICc,781.491,
5,R2,0.804068,
6,R2Adjusted,0.789928,
7,Trace_of_SMatrix,15.0198,
8,Dependent Field,0,PM2_5_ACCU
9,Explanatory Field,1,AOD
10,Explanatory Field,2,Sta_Temper
11,Explanatory Field,3,Sta_Humidi
12,Explanatory Field,4,Sta_Air_pr
13,Explanatory Field,5,Sta_Wind_s
14,Explanatory Field,6,Sta_Wind_d
15,Explanatory Field,7,Sta_NDVI
